video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
JRYjFh_hHBs,q15,no,,,,"The transcript doesn't provide information about how the message was received. Without context about the audience's reaction, it's impossible to determine if the message was successfully conveyed.",1,1,,,,,,
JRYjFh_hHBs,q16,yes,a0,,,"The speaker explicitly states that the electoral system needs to be eliminated and describes it as a \""bad thing,\"" clearly indicating his belief that the system is flawed.",,,,,,,49,57
JRYjFh_hHBs,q17,no,,,,The text doesn't mention any specific physical gestures. Visual information would be necessary to observe and interpret such non-verbal behaviors.,1,,,1,,,,
jtl5XK7QP38,q1,yes,a0,,,"The statement \""Wait, let's see who's I want to find a friendly reporter.\"" suggests the man is defensive and interrupts, likely due to his discomfort with the challenging questions he was receiving.",,,,,,,19,26
jtl5XK7QP38,q2,no,,,,"It is not feasible to determine the answer, as the script omits any reference to the man's attire and tone.",,1,,,1,,,
jtl5XK7QP38,q3,no,,,,"Given the uncertainty of the timing when the man extended his hand, the ambiguity of which man is being referenced, and the absence of any description of the tone used, it is not possible to provide an answer to the question.",,1,,1,1,,,
jtl5XK7QP38,q4,yes,a0,a2,,"The man's repeated interruptions with multiple instances of \""wait\"" at the beginning, coupled with the evident disagreement among the people, suggests that he harbors disfavor towards them.",,,,,,,0,59
jtl5XK7QP38,q5,no,,,,"Since the transcript neither mentions any names nor describes anyone sitting down, it is impossible to answer the question.",,1,,1,,,,
JUGSh3BMuaQ,q1,yes,a1,,,"The woman insists on joining the man on his drive, claiming she can assist him since she is evidently skilled in forensics.",,,,,,,33,57
JUGSh3BMuaQ,q2,no,,,,The woman's tone cannot be discerned from the transcript alone.,,,,,1,,,
JUGSh3BMuaQ,q3,no,,,,"The relationship between the man and the woman cannot be ascertained from the transcript, and although they discuss aspects of their lives, it is inconclusive whether they are husband and wife.",1,1,,,,,,
JUGSh3BMuaQ,q4,yes,a3,,,"The man’s brief, hesitant responses, like \""What?\"", \""Yes,\"" and \""Oh,\"" suggest reluctance and possibly annoyance, while his sudden shift to \""Mmm, that is absolutely yummy\"" indicates he might be trying to change the topic to avoid the woman joining him.",,,,,,,33,57
JUGSh3BMuaQ,q5,yes,a3,,,"The man compliments the woman's cookies likely as a way to change the subject or distract from the conversation, rather than out of genuine appreciation. This is also suggested by his sudden shift in focus during the exchange.",,,,,,,33,57
JW2HHfQiGVs,q1,yes,a3,,,"The conversation shows the man and woman are both involved in the same activities and speak to each other in a relaxed, supportive way, which suggests a friendly relationship. There's no tension between them, and they seem comfortable discussing shared experiences, pointing to an amicable dynamic.",,,,,,,0,59
JW2HHfQiGVs,q2,no,,,,"The transcript makes it difficult to distinguish between the man and the woman, and it’s hard to know exactly how each person is reacting, especially due to the lack of tone and other features like facial expressions or body language.",,,1,1,1,,,
JW2HHfQiGVs,q3,no,,,,It is impossible to determine from the transcript when the man gestures toward the woman during his speech.,,,,1,,,,
JW2HHfQiGVs,q4,no,,,,"It is not possible to discern from the transcript when the man nodded, making it impossible to infer his intentions behind the gesture.",,,,1,,,,
JW2HHfQiGVs,q5,no,,,,"It’s impossible to determine from the transcript at the end of which woman's sentence the man nodded, and the question is poorly phrased as it refers to the woman as \""his.\""",,,,1,,,,
JW2HHfQiGVs,q6,no,,,,"The overall tone and mood appear neutral based on the conversation, but it’s not conclusive without additional information on the tone and scene context.",1,,,,1,,,
JW2HHfQiGVs,q7,yes,a3,,,"The interaction seems matter-of-fact because there are no emotional cues, like laughter or casual language, indicating a more formal or direct exchange.",,,,,,,0,59
JW2HHfQiGVs,q8,no,,,,"It is impossible to determine when the lady moved her hand in circles, so the intention behind the gesture cannot be inferred.",,,,1,,,,
Jx5O2VW0pIw,q1,yes,a2,,,"The woman likely thinks the man is awkward and strange,  as she refers to him as a \""crazy person\"" and distances herself by saying she doesn't know him. Besides, her reaction to his behavior when he asks the ladies about his confidence suggests she finds him peculiar.",,,,,,,0,59
Jx5O2VW0pIw,q2,yes,a1,,,"The fact that the woman says, \""Sorry. He's a crazy person. I don't know him,\"" likely to another group of people, suggests she's embarrassed by him and wants to separate herself from the situation.",,,,,,,20,23
Jx5O2VW0pIw,q3,yes,a1,,,"Based on the conversation, the man keeps talking and doesn't pick up on her comments or hints, indicating he's unaware of how the woman feels about him.",,,,,,,0,59
Jx5O2VW0pIw,q4,no,,,,"Based on the transcript, it’s impossible to determine whether the man looks behind while talking to the other group or while she was speaking, leaving the woman's feelings unknown.",,,,1,,,,
Jx5O2VW0pIw,q5,yes,a3,,,"The woman's remark, \""Oh, because I thought this was a terrible, terrible accident,\"" suggests she is unimpressed and surprised that it takes him 30 minutes to get dressed, as his appearance does not reflect the effort.",,,,,,,48,54
Jx5O2VW0pIw,q6,yes,a1,,,"Although the tone of the conversation cannot be discerned from the transcript, the exchange implies that she finds the man odd, and their interaction is disjointed, with the conversation not flowing smoothly.",,,,,,,0,59
jYSuKn09_e4,q1,no,,,,"The transcript provides no insight into how the other men reacted to the man's speech, as it omits descriptions of tone, verbal affirmations, and facial expressions, making any assessment of their response indeterminate.",,,1,,1,,,
jYSuKn09_e4,q2,yes,a3,,,"Although the tone cannot be discerned from the transcript, the content of the conversation suggests it is a debate show or an interview, addressing a serious political topic devoid of any comedic undertones.",,,,,,,0,59
jYSuKn09_e4,q3,yes,a2,,,"The man begins his speech by expressing concern, setting a grave mood from the very start.",,,,,,,0,32
jYSuKn09_e4,q4,yes,a2,,,"The man explicitly states, \""A conservative is nothing if, particularly in foreign policy, he's not measured, sober, and predictable,\"" implying that these qualities are fundamental to what conservatives stand for.",,,,,,,10,17
jYSuKn09_e4,q5,no,,,,"The transcript provides no information regarding clothing, making it impossible to identify or determine what the man in blue said.",,1,,,,,,
jzhXtCHYrAM,q1,no,,,,"Because her facial expressions, tone of voice, and emotional speech are not specified in the script.",,,1,,1,,,
jzhXtCHYrAM,q2,yes,a3,,,"Because she is complaining about why she can't get the tumor out, why there is no other treatment, and so on.",,,,,,,24,35
jzhXtCHYrAM,q3,no,,,,Because her tone of voice and demeanor are not explicitly stated in the script.,,,1,1,1,,,
jzhXtCHYrAM,q4,yes,a3,,,"Her cancer is a hot topic of conversation, and these women are considered to be primarily pessimistic in their conversations.",,,,,,,24,39
jzhXtCHYrAM,q5,yes,a3,,,"Because the main topic of discussion is cancer, although it includes positive expressions such as the food is good and the hair is nice.",,,,,,,3,55
jzhXtCHYrAM,q6,no,,,,Because it is impossible to determine whether the woman with the glasses is the speaker who has cancer or the person to whom she is speaking.,,1,,,,,,
k5bk1efKBSI,q1,no,,,,"Because it is not clear from the script whether they are pronouncing the word correctly. Also, we cannot understand their facial expressions.",1,,1,,1,,,
k5bk1efKBSI,q2,yes,a2,,,Because he describes the actor in positive terms.,,,,,,,15,24
k5bk1efKBSI,q3,no,,,,Because it is difficult to determine which parts of the script are jokes or humorous.,1,,,,,,,
k5bk1efKBSI,q4,no,,,,"If they are not pronouncing the word correctly, you can narrow down the answer.",1,,,,,,,
k5bk1efKBSI,q5,no,,,,Because it is impossible to determine which person  \'the person\' is referring to.,,1,,,,,,
KBMAUGQpHBU,q1,no,,,,Because it is unclear to which utterance  \'what the woman says\' clearly refers.,1,,,,,,,
KBMAUGQpHBU,q2,yes,a1,,,"From the scenes in which they express gratitude, it can be judged that they have a good relationship with each other.",,,,,,,13,30
KBMAUGQpHBU,q3,yes,a2,,,Because they never stop talking.,,,,,,,0,59
KBMAUGQpHBU,q4,no,,,,"The part where she made the audience laugh could not be determined, because her specific actions, etc., were not specified.",1,,,1,,,,
KBMAUGQpHBU,q5,yes,a3,,,Because we do not find any negative sentences for the utterance in the script.,,,,,,,0,59
ktdgC1dJkOA,q1,yes,a2,,,"Because when the other person is asked to talk, he answers properly.",,,,,,,23,29
ktdgC1dJkOA,q2,yes,a1,,,"When the woman asks him for confirmation, he replies  \""Yeah\"".",,,,,,,23,29
ktdgC1dJkOA,q3,yes,a3,,,"Each does not interrupt the other, for the conversation continues to catch on without stopping.",,,,,,,0,59
ktdgC1dJkOA,q4,yes,a1,,,Because there are no negative expressions in the script that the speaker finds irritating.,,,,,,,0,59
ktdgC1dJkOA,q5,no,,,,Because it is unclear what part of the script she is nodding at.,1,,,,,,,
KvbeKlGeNRU,q1,yes,a1,,,It's a scene where a man is asking a woman to marry him.,,,,,,,0,22
KvbeKlGeNRU,q2,yes,a0,,,"Because when she is told that everyone is coming downstairs, she expresses such things as shaky knees.",,,,,,,35,51
KvbeKlGeNRU,q3,no,,,,Because it is unclear at which scene the crowd is happy.,1,,,,,,,
KvbeKlGeNRU,q4,no,,,,Because it is unclear at what point they kissed.,1,,,1,,,,
KvbeKlGeNRU,q5,yes,a0,,,"Because she answered  \""Yes\"" to the proposal.",,,,,,,16,17
KvbeKlGeNRU,q6,yes,a2,,,"Because when she is told that everyone is coming downstairs, she expresses such things as shaky knees.",,,,,,,35,51
KvbeKlGeNRU,q7,yes,a1,,,Because she accepted his proposal and they decided to get married.,,,,,,,16,17
KvbeKlGeNRU,q8,yes,a0,,,"At first she accepted his proposal and was in a good mood, but after the middle part, because she realized that everyone was downstairs, she reacted negatively.",,,,,,,0,51
KvbeKlGeNRU,q9,no,,,,Because we know he has negative feelings but we do not know if he is embarrassed or not.,,,1,,,,,
KvbeKlGeNRU,q10,no,,,,Because there is no speech from everyone in the last part and it is unclear what emotions they are having.,,,1,,1,,,
KvbeKlGeNRU,q11,yes,a1,,,They are considered to feel happy because they are responding well enough to get an exclamation mark.,,,,,,,18,22
KvbeKlGeNRU,q12,yes,a2,,,Because they have responded positively to their proposal and say they are a good match.,,,,,,,18,22
KvbeKlGeNRU,q13,yes,a2,,,"The first scene in this script is the proposal, and they are naturally nervous about how the woman will respond to it, because they are supposed to be nervous.",,,,,,,0,7
KvbeKlGeNRU,q14,yes,a2,,,Because she has said Yes to his proposal.,,,,,,,0,17
KvbeKlGeNRU,q15,yes,a3,,,Because when she heard everyone was coming downstairs her jaw dropped.,,,,,,,32,51
KvbeKlGeNRU,q16,yes,a2,,,It is believed that she did not anticipate his proposal.,,,,,,,0,17
KvbeKlGeNRU,q17,no,,,,Because I do not know his facial expression or tone of voice.,,,1,,1,,,
KvbeKlGeNRU,q18,yes,a2,,,"Because at first she said yes to the proposal, but then reacted to overturn it.",,,,,,,16,36
KvbeKlGeNRU,q19,no,,,,Because it is unclear what part on the script they hugged and kissed.,1,,,1,,,,
KvbeKlGeNRU,q20,yes,a3,,,Because it is unclear what part on the script she jumped up.,,,,,,,0,51
KvbeKlGeNRU,q21,yes,a1,,,The exclamation mark on her yes statement to his proposal suggests that she did not anticipate his proposal.,,,,,,,0,17
KvbeKlGeNRU,q22,no,,,,It's unclear if he was nervous before he proposed or when she expressed her refusal.,1,,,,,,,
KvbeKlGeNRU,q23,no,,,,Because it is unclear what part on the script made everyone uncomfortable.,1,,1,,,,,
KvbeKlGeNRU,q24,yes,a0,,,"Naturally, they were probably nervous about what kind of response they would get from her after he proposed.",,,,,,,0,22
KvbeKlGeNRU,q25,no,,,,Because it is unclear in which scene in the script he is questioning his feelings.,1,,,,,,,
KvbeKlGeNRU,q26,yes,a1,,,The fact that he repeats the same word twice suggests that he is nervous.,,,,,,,0,7
KvbeKlGeNRU,q27,yes,a2,,,Because she could not have predicted his proposal.,,,,,,,0,17
KvbeKlGeNRU,q28,yes,a3,,,"Because when he revealed to her that everyone was coming downstairs, she showed feelings of denial.",,,,,,,32,36
KvbeKlGeNRU,q29,no,,,,Because it is unclear which part of the question he felt nervous and which part of the question text refers to his nervousness.,1,,1,,1,,,
lawcIailzXE,q1,yes,a0,,,Because he was puzzled that items that are generally on his bucket list were not on his.,,,,,,,28,34
lawcIailzXE,q2,yes,a2,,,Because he looked at his resume and was horrified by his competence.,,,,,,,7,16
lawcIailzXE,q3,no,,,,Because it is unclear at what point on the script he pointed to the man on the magazine.,1,,,1,,,,
lawcIailzXE,q4,yes,a1,,,Because he repeatedly asks different questions as he goes through his resume because the applicant is different from the norm.,,,,,,,7,39
lawcIailzXE,q5,no,,,,"I am not sure if he is insightful or not, as there is no mention of it in the script.",,,1,,1,,,
lawcIailzXE,q6,yes,a0,,,Because he wants to clean toilets himself.,,,,,,,39,49
LdrTTX-GBCA,q1,yes,a2,,,Because he spontaneously talks to him about what he is writing.,,,,,,,0,26
LdrTTX-GBCA,q2,no,,,,"Although he responds to what he has written as unremarkable, it is unclear whether he thinks there is better content.",,,1,1,1,,,
LdrTTX-GBCA,q3,no,,,,"Their mood is read as calm, but it is impossible to determine whether they trust each other or not.",1,,,,,,,
LdrTTX-GBCA,q4,yes,a3,,,Because he is presenting his own knowledge in this scene.,,,,,,,27,29
LdrTTX-GBCA,q5,yes,a3,,,Because the topic of this script is what he is writing about and he is also showcasing his knowledge.,,,,,,,0,59
LIWco3YKGTQ,q1,no,,,,Because it is unclear from the script alone which part of the car she got out of.,1,,,1,,,,
LlenjGY2GqE,q1,no,,,,"I can see that she is responding positively, but it is unclear from the script alone what her feelings are.",,,1,,1,,,
LlenjGY2GqE,q2,yes,a2,,,"Since he gave her what she said she wanted, one can assume that he expected a good response from her.",,,,,,,17,18
LlenjGY2GqE,q3,no,,,,"He gave her the gift, probably as a proposal, but she thinks they are not ready to get married yet.",1,,,,,,,
LlenjGY2GqE,q4,no,,,,Because the script describes only a one-word response and her emotions are not readable.,,,1,,1,,,
LlenjGY2GqE,q5,yes,a1,,,"The content of the conversation at 0:59 is not in the script, because he displays his thoughts to her in the part before that.",,,,,,,47,58
LmCGd9zuFTs,q1,no,,,,"In the script, her speech is few and her emotions are impossible to determine.",,,1,,1,,,
LmCGd9zuFTs,q2,yes,a1,,,Because he apologizes for his previous behavior towards her.,,,,,,,26,46
LmCGd9zuFTs,q3,yes,a1,,,Because she hears it and says positive words.,,,,,,,24,26
LmCGd9zuFTs,q4,no,,,,"There is no explicit statement in the script as to whether she was angry with him in the first place, and her feelings at this time are impossible to determine.",1,,1,,1,,,
LmCGd9zuFTs,q5,no,,,,"Because of the abrupt change of topic, it is unclear from the context why she changed the subject or not.",1,,,,,,,
LmCJIBsQjOY,q1,no,,,,Because it is unclear which part of the audience laughed.,1,,,1,,,,
LmCJIBsQjOY,q2,no,,,,"We know that the two are talking in a warm atmosphere, but it is unclear if there is a joke included somewhere.",1,,,,,,,
LmCJIBsQjOY,q3,no,,,,Because it is unclear whether or not she waved her hand at any part.,1,,,1,,,,
LmCJIBsQjOY,q4,no,,,,"The speech of the audience is not included in the script, and it is unclear how they are cheering.",1,,,,,,,
LOxqK6o4NN0,q1,no,,,,"The answer choices are based on her tone of voice, but I can't tell that from the script.",,,1,,,,,
LOxqK6o4NN0,q3,no,,,,"They do not speak offensively to each other and are considered to be conversing in a relaxed atmosphere, but their specific feelings are impossible to determine.",,,,,,,,
LOxqK6o4NN0,q4,no,,,,Because the actions in the answer choices are not found in the script.,,,,1,,,,
LOxqK6o4NN0,q5,yes,a1,,,"He answered her questions politely, and there was no offensive language in the script.",,,,,,,0,38
LOxqK6o4NN0,q6,no,,,,Because her tone of voice is not represented in the script.,,,,,1,,,
lTfsqoo-jKg,q1,no,,,,I cannot confirm from the text alone that they are in dispute in the first place.,1,,,,,,,
lTfsqoo-jKg,q2,no,,,,Because their emotional description is not specified in the script.,,,1,,1,,,
lTfsqoo-jKg,q3,yes,a0,,,Because she doesn't listen to the cops at all and also speaks out against them.,,,,,,,8,24
lTfsqoo-jKg,q4,yes,a2,,,"The police officer is here to help you, because he has clearly stated that he is here to help you.",,,,,,,5,7
lTfsqoo-jKg,q5,yes,a1,,,I am not sure which speaker corresponds to the woman in jeans and which part of the script she was not.,,,,,,,0,60
LU1A0sHWYQg,q1,no,,,,"The man with the sunglasses could be considered to be surprised at the amount of knowledge of the man in yellow, but it could also be considered to be suspicious, turning from there.",,,1,,1,,,
LU1A0sHWYQg,q2,yes,a1,,,The man in yellow was suspected by the man in the sunglasses and was considered scared.,,,,,,,18,46
LU1A0sHWYQg,q3,no,,,,"Because from the script alone, it is not even clear which part of the script the woman will appear in.",1,,,,,,,
LU1A0sHWYQg,q4,yes,a0,a1,,The fact that he repeated the question repeatedly to his opponent in subsequent parts suggests that he was surprised to learn that he knows the seats used to be brown.,,,,,,,18,46
LU1A0sHWYQg,q5,no,,,,Because his tone of voice is not represented on the script.,,,1,,,,,
LU1A0sHWYQg,q6,no,,,,Because it is unclear what specific part of the script the problem statement is referring to.,1,,,,,,,
Lv41GcKWfJg,q1,no,,,,"It is unclear in which part of the script the speaker, who is thought to be the man with curly hair, appears.",1,,,,,,,
Lv41GcKWfJg,q2,no,,,,"In the first place, it is not clear which speaker the man in black is, because it is not clear which part of his feelings are being questioned.",1,1,,,,,,
Lv41GcKWfJg,q3,yes,a2,,,The repetition of the question and the context before and after the question indicate that the man in blue is telling the man in white that the question he asked him is none of his business.,,,,,,,0,28
Lv41GcKWfJg,q4,yes,a2,,,It is believed that he sensed that the mood of the conversation had deteriorated and tried to change the subject.,,,,,,,26,27
Lv41GcKWfJg,q5,no,,,,Because his specific facial expressions and movements do not appear in the script.,,,1,1,1,,,
Lv41GcKWfJg,q6,yes,a3,,,"Considering the script, the question text and the answer choices, the overall mood is bad.",,,,,,,0,60
LVm_DbyklO0,q1,no,,,,Because it is not clear in which part she is biting her lower lip.,1,,,1,,,,
LVm_DbyklO0,q2,no,,,,Because it is unclear in which part he will appear.,1,,,,,,,
LVm_DbyklO0,q3,yes,a2,,,"He tells her to  \""shut up, \"" but it's not because he doesn't like her.",,,,,,,8,28
LVm_DbyklO0,q4,yes,a1,,,"It is unclear at what point in the script she jumped on him, but given the statements  \""it's so out of nowhere \"" and  \""this is not how I planned it, \"" we can assume she was surprised by his proposal.",,,,,,,24,34
LVm_DbyklO0,q5,no,,,,Because his specific actions are not specified on the script.,,,,1,,,,
LVm_DbyklO0,q6,yes,a0,a2,,The fact that he proposes to her suggests that they are lovers.,,,,,,,17,30
LvyfQRC0_vo,q1,yes,a3,,,"He says  \""it's cool \"" even though it becomes clear in the later part that his injury is bad.",,,,,,,4,33
LvyfQRC0_vo,q2,yes,a3,,,"Because the man with long hair tried to see his injuries eve though he refused to let him to do so by saying \""You're good.\""",,,,,,,7,18
LvyfQRC0_vo,q3,yes,a2,,,The fact that he repeats their words and asks their intentions suggests that he was not expecting their proposal and was surprised.,,,,,,,36,44
LvyfQRC0_vo,q4,no,,,,"Because his statements seem to be not in the script, nor are his facial expressions, etc., which are the basis for judging his attitude, specified in the script.",1,1,1,,1,,,
LvyfQRC0_vo,q5,no,,,,"The question is answered with Yes/No, but the two applicable answer choices are contradictory in their front and back content.",1,,,,,,,
m1psUANLFgA,q1,no,,,,Because we cannot see his behavior in the answer choices on the script.,,,,1,,,,
m1psUANLFgA,q2,no,,,,Because he is worried that he has done something to break the law.,1,,,,,,,
m1psUANLFgA,q3,yes,a0,,,Because he contacted his wife and sent a car to her to help the old man who got lost.,,,,,,,4,14
m1psUANLFgA,q4,yes,a0,,,The content of his question suggests that he is concerned about the old and is asking the question to reassure him.,,,,,,,0,19
m1psUANLFgA,q5,no,,,,The context suggests that he may have feelings of anxiety.,,,1,,1,,,
m1psUANLFgA,q6,yes,a3,,,"The younger man is thought to refer to the police officer, but he has made many comments about his concern for the old man.",,,,,,,0,39
m7IgZco6brk,q1,yes,a0,a2,,"The fact that he then says he is not handsome himself suggests that he was not angry, but rather tried to acknowledge her words and laugh them off.",,,,,,,6,8
m7IgZco6brk,q3,yes,a1,,,"As per the answer choice, he says he is leaving, but starts talking about the old days.",,,,,,,21,36
m7IgZco6brk,q4,yes,a0,,,The fact that she says he is not handsome to begin with suggests that she is dissatisfied with him.,,,,,,,0,12
m7IgZco6brk,q5,yes,a3,,,The fact that he starts talking about the old days suggests that he still has feelings for her.,,,,,,,23,60
m7IgZco6brk,q6,yes,a2,,,"They are lovers, but the woman is believed to have lost her feelings for the man.",,,,,,,0,60
mA402F5K47o,q1,yes,a2,,,A warm atmosphere can be felt as one can be seen making remarks praising the other.,,,,,,,17,18
mA402F5K47o,q2,no,,,,Because it is unclear what part of the script she is mumbling about.,1,,,1,,,,
mA402F5K47o,q3,yes,a1,,,Subsequent statements suggest that she is praising him for getting it right.,,,,,,,34,34
mA402F5K47o,q4,yes,a2,,,The situation in which she compliments him and expresses her appreciation for it gives a good vibe.,,,,,,,17,18
mA402F5K47o,q5,yes,a1,,,Because just before that she praises him.,,,,,,,34,34
MdB3fHODJ_U,q1,yes,a3,,,She considered them her guests and even went so far as to make their reservations directly with her office.,,,,,,,16,18
MdB3fHODJ_U,q2,no,,,,Because I don't understand the relationship between the blonde woman and the man in the red tie.,,1,,,,,,
MdB3fHODJ_U,q3,no,,,,Because it is unclear which speaker the man in the red tie is.,,1,,,,,,
MdB3fHODJ_U,q4,yes,a1,,,Because the subject of the utterance at 0:35 is we.,,,,,,,33,36
MdB3fHODJ_U,q5,yes,a1,,,Because they are on vacation and are delighted with their hotel reservation.,,,,,,,9,36
Mf76yyTY7Ss,q1,yes,a0,,,The word \“police\” indicates that they are guilty of something. It is also difficult to believe that they were trying to sneak into the harbor because of the intensity of their driving.,,,,,,,3,34
Mf76yyTY7Ss,q2,yes,a0,,,Because the speaker mentions it as being in front of a police station.,,,,,,,38,44
Mf76yyTY7Ss,q3,no,,,,Because it is not represented on the script in which part he tapped on the car window.,1,,,,,,,
Mf76yyTY7Ss,q4,no,,,,"Similarly, because the script does not specify which part of the car window he tapped on.",1,,,,,,,
MlE-3rlIq9g,q1,yes,a2,,,"The context suggests that they are master and apprentice, and that the apprentice, the man in the chair, respects his master, the older man.",,,,,,,2,7
MlE-3rlIq9g,q2,yes,a0,a1,a2,"From the scene where the master is giving advice to his student, it can be seen that the master is strict in his tone.",,,,,,,2,11
MlE-3rlIq9g,q3,yes,a2,,,"Because he is asking his mentor, the older man, questions and getting advice from him.",,,,,,,12,13
MlE-3rlIq9g,q4,yes,a0,a2,,"Because he gives various pieces of advice to his student, the man in the chair, on how to become a better karate practitioner.",,,,,,,2,11
MlE-3rlIq9g,q5,yes,a3,,,"This is because the speaker, the apprentice, is actively asking questions and seeking advice from the master speaker.",,,,,,,0,58
MqiOBIxouw4,q1,no,,,,"His tone of voice and facial expressions are not represented on the script, making it impossible to read his emotions.",,,1,,1,,,
MqiOBIxouw4,q2,no,,,,"If I knew the look he was giving her, the expression on his face, etc., I could answer the question, but that is not explicitly stated in the script.",,,1,1,1,,,
MqiOBIxouw4,q3,yes,a0,a1,a3,The script alone gives the impression that they are dance partners with each other and are simply practicing a dance.,,,,,,,7,40
MqiOBIxouw4,q4,yes,a2,,,"Because a different topic is presented immediately after her utterance, and the conversation is diverted.",,,,,,,3,8
MqiOBIxouw4,q5,yes,a1,a3,,"He is teaching her to dance, which suggests that he is confident.",,,,,,,8,12
MqiOBIxouw4,q6,yes,a1,,,They are clearly stated to have the same goal.,,,,,,,48,52
MqiOBIxouw4,q7,yes,a1,,,"Their facial expressions are not specified in the script, but because there are no negative words and a warm atmosphere is evident.",,,,,,,0,59
MqiOBIxouw4,q8,no,,,,Because it is unclear in which part of the script she laughed.,1,,,,,,,
MqiOBIxouw4,q9,yes,a1,,,Because he teaches her the steps of how to dance.,,,,,,,8,12
MqiOBIxouw4,q10,yes,a0,,,Because there are no negative words and a warm atmosphere is evident between them.,,,,,,,0,59
MqiOBIxouw4,q11,yes,a0,,,Because she mentions his smooth dancing and makes it clear that it is not fair.,,,,,,,13,17
MqiOBIxouw4,q12,yes,a0,,,"I am not sure which part of the script she made her smile, because there is no negative language in the script and the warm atmosphere between them is apparent.",,,,,,,0,59
MqiOBIxouw4,q13,yes,a2,,,"Since there are no negative words in the script, one can assume that she is enjoying the situation.",,,,,,,0,59
MqiOBIxouw4,q14,no,,,,"Because we cannot read her facial expressions, etc. throughout the script.",,,1,,1,,,
MqiOBIxouw4,q15,no,,,,"Since the way he looks at her, etc., is not expressed on the script, we cannot read his feelings for her.",,,1,1,1,,,
MqiOBIxouw4,q16,no,,,,Because it is unclear in which specific area she hesitates with her arm.,1,,,,,,,
MqiOBIxouw4,q17,no,,,,We cannot read their emotions because their utterance at that point is only one word.,1,,,,,,,
MqiOBIxouw4,q18,yes,a2,,,From the situation where he is teaching her to dance.,,,,,,,7,40
MqiOBIxouw4,q19,yes,a3,,,The warm atmosphere throughout the script afterwards suggests that they had a good time before the script.,,,,,,,0,59
MqiOBIxouw4,q20,yes,a1,,,The calmness of their conversation suggests that she is comfortable with him.,,,,,,,0,59
MqiOBIxouw4,q21,yes,a1,,,"There is no indication that she does not want to dance, because it appears that she is actively trying to practice dancing.",,,,,,,8,40
MqiOBIxouw4,q22,yes,a1,,,"The responses to the two utterances, which are in the form of questions, are casual and do not convey any negative emotion.",,,,,,,24,40
MqiOBIxouw4,q23,yes,a1,a3,,Their warm atmosphere suggests that they enjoy dancing together.,,,,,,,0,59
MqiOBIxouw4,q24,yes,a2,,,The utterance of the relevant part clearly indicates the answer.,,,,,,,23,23
mRU3zgkRp5w,q1,no,,,,Because the specific actions as indicated in the answer choices are not specified in the script.,,,,1,,,,
mRU3zgkRp5w,q2,no,,,,Because the script does not indicate the tone of voice or demeanor that is the basis for determining whether she is calm or upset.,,,1,1,1,,,
mRU3zgkRp5w,q3,no,,,,"The answer choices are based on behaviors such as tone of voice and eye contact, but these are not expressed in the script.",,,,1,1,,,
mRU3zgkRp5w,q4,no,,,,"There is a response statement that is based on his tone of voice, but it does not appear in the script. Also, his facial expressions and other elements of his emotions are not specified on the script.",,,1,,1,,,
mRU3zgkRp5w,q5,no,,,,Because the question statement is unclear as to what he was reacting to.,1,,,,,,,
mRU3zgkRp5w,q6,yes,a0,a2,,The word \“maybe\” indicates that he is still undecided about his future.,,,,,,,9,14
NgPP6UXVkYU,q1,no,,,,Because it is unclear which speaker the man in question refers to.,,1,,,,,,
NgPP6UXVkYU,q2,no,,,,Because he has stated that he is going with them because they are hungry.,1,,,,,,,
NgPP6UXVkYU,q3,yes,a0,a1,a3,"It is unclear which speaker the man in question refers to, but since the conversation between the two speakers is about basketball, it can be assumed that whichever speaker it is, he enjoys playing basketball.",,,,,,,4,59
NgPP6UXVkYU,q4,yes,a3,,,"From the rationale passage, he believes that the team has not achieved results so far, but they need to prove their ability.",,,,,,,17,19
NgPP6UXVkYU,q5,yes,a1,,,"The reason is that right after the relevant part of the answer to the question, he states that he is joking.",,,,,,,28,34
NHy5ma4NBK8,q1,yes,a0,,,"I can't actually read her tone of voice from the script, but I can tell she is not happy from the context of the argument they are having.",,,,,,,24,31
NHy5ma4NBK8,q2,yes,a2,a3,,"From the context in which these women are arguing, we can assume that they are enemies who dislike each other.",,,,,,,24,31
NHy5ma4NBK8,q3,no,,,,Because it is not possible to determine which speaker is which woman.,,1,,,,,,
NHy5ma4NBK8,q4,no,,,,Because the script does not specify which part she put her hands on her hips.,1,,,,,,,
NHy5ma4NBK8,q5,no,,,,"I am not sure at what point in the script she backed away, and I also cannot read her facial expression or the situation exactly as it is in the answer choices.",1,,1,1,1,,,
NHy5ma4NBK8,q6,yes,a3,,,"Because the entire script is about her and her partner arguing, and she is pursuing them in the latter part of the script as well.",,,,,,,50,59
nkUW8cR67Qw,q1,yes,a0,,,"At first, there are some positive words such as \“nice,\” but then it changes to \“she's moving out\” in the middle of the message.",,,,,,,0,59
nkUW8cR67Qw,q2,yes,a2,,,"We do not know the actual physical distance between the two, but since we are talking about a private subject.",,,,,,,33,53
nkUW8cR67Qw,q3,yes,a3,,,"Naturally he must have been saddened by the news that she was moving, because he thinks the move makes sense for her.",,,,,,,49,51
nkUW8cR67Qw,q4,yes,a2,,,"He thinks the move makes sense for her, but is still considered sad.",,,,,,,33,53
