video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,contents_of_conversation,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
hrhX40bQYY0,q1,yes,a3,,,"The man, seated at the center of the white couch, raised a finger while saying \""one more\"" to clarify, as the room was somewhat noisy.",1,1,,,1,,,1,3
hrhX40bQYY0,q2,yes,a0,,,The woman held up her fingers accordingly as she counted from one to three to clarify her words.,1,,,,1,,,37,39
hrhX40bQYY0,q3,yes,a1,,,"The video clearly shows the people clapping as the interview concludes, before they stand up and bow at each other.",,1,,,1,,,10,15
hrhX40bQYY0,q4,yes,a0,a1,,"In Asian culture, bowing serves as a gesture of mutual respect in greetings, with the hosts likely bowing first to acknowledge the celebrities.",,,,,1,,,15,18
hrhX40bQYY0,q5,no,,,,"The woman appeared eager to conduct a free giveaway of signed CDs, yet none of the answer choices capture this.",,,,,,,Better answer choices that reflect the actual scene.,,
I0izJOlMJiM,q1,yes,a3,,,"The man's mouth hung open in disbelief as he saw his mother on stage, having never expected to meet her before his deployment.",1,1,,1,,,,47,49
I0izJOlMJiM,q2,yes,a1,,,"The man is clearly elated to see the two women. From their conversation, they appear to be his family, and he responds with a broad smile and a warm hug.",1,,,1,1,,,50,53
I0izJOlMJiM,q3,yes,a3,,,"It seems the boy smiled out of disbelief that The Rock would actually want to talk to his mother, though it could also be that he was slightly nervous from the attention on stage, causing him to smile out of nervousness.",,,,1,,,,14,16
I0izJOlMJiM,q4,yes,a3,,,"Given the scene's context and dialogue, one man is a prominent celebrity actor, while the other is someone he engaged with for the first time during the show, a military member facing imminent deployment.",1,1,1,,,,,0,59
I0izJOlMJiM,q5,yes,a1,,,"The boy nodded at the beginning when the other man remarked, \""So, well, you might not get home before you're deployed,\"" signaling his agreement.",,,,,1,,,8,11
iAlU6xt7Y_s,q1,no,,,,"The woman does indeed raise her eyebrows before responding to the man, but she neither stutters nor appears angry, and none of the answer choices accurately capture her reaction.",,,,,,,Better answer choices that reflect the actual scene.,,
iAlU6xt7Y_s,q2,yes,a3,,,"The man smiled as he complimented the woman's beautiful eyes, his tone sincere as he gazed deeply at her.",1,,,1,,1,,30,32
iAlU6xt7Y_s,q3,yes,a0,,,"The conversation implies that the woman and man are familiar with each other, as he mentions recalling her mother having sad eyes when he was a young boy. The scene's context further suggests they are on a date.",1,1,,,,,,0,59
iAlU6xt7Y_s,q5,yes,a0,,,"Although the woman was displeased with some of the man's remarks, she continued to smile at him, and the video clearly reveals a romantic tension between them.",1,1,,1,,,,0,59
iAlU6xt7Y_s,q6,yes,a3,,,"The overall atmosphere of the video is calm and happy, influenced by the gentle tones of the man and woman and the dim, quiet setting of the restaurant.",,1,,,,1,,0,59
iBL0FcUTFT8,q1,yes,a1,,,"The woman in purple is clearly displeased with the little boy in blue, sternly telling him, \""I'm not going to chase you. I want you over here now,\"" with a serious expression.",1,,1,1,,1,,3,6
iBL0FcUTFT8,q2,yes,a2,a3,,"The two boys seem to be roughhousing, but they push boundaries, crossing the line with hair-pulling, choking, and physical scuffling on the stairs.",,,,,1,,,17,45
iBL0FcUTFT8,q3,yes,a1,,,"Based on the video, the boys seem to intensify their rough play on the stairs, trying to pull and push each other off.",,,,,1,,,16,32
iBL0FcUTFT8,q4,yes,a0,,,"Given the scene's context, it appears an expert was brought in to assist with disciplining the children, and the grandmother is using a stern tone, not out of dislike but out of genuine care for them.",,1,,,,1,,0,59
iBL0FcUTFT8,q5,no,,,,"The video abruptly ends with the host saying, \""I was hearing some,\"" leaving the expected negative reaction uncertain. Thus, I cannot be entirely sure how it affected the host.",The extended video is necessary to hear the complete sentence.,,,,,,,,
iBL0FcUTFT8,q6,yes,a1,,,"The scene clearly indicates that the woman placed the child on the floor as a disciplinary measure, stating, \""You can eat as soon as you're done with your four minutes,\"" implying that he must remain there for the full duration.",1,1,,,,,,7,14
iBL0FcUTFT8,q7,no,,,,"The video's conclusion implies that the relationship between the grandmother and daughter may be strained, though it does not definitively indicate whether they harbor animosity toward each other.",,,,,,,Any verbal cues or shifts in tone that might reveal the grandmother's true feelings toward her daughter.,,
iBL0FcUTFT8,q8,yes,a1,,,"The narrator stated, \""There's clearly no rules in this house,\"" implying her shock at the way the children are being raised.",1,,,,,,,43,45
iDgaqD7CWXU,q1,yes,a3,,,"The man dressed in all black uses numerous hand gestures, like placing both hands on his heart to convey strong emotions, and speaks in an assertive tone, emphasizing each word distinctly to get his point across to the other man.",,,,,1,1,,0,59
iDgaqD7CWXU,q2,yes,a2,,,"The man in black said, \""When I shook his hand, I could feel the suffering that those animals have had to endure,\"" implying a deep loathing toward the other man.",1,,1,,,,,32,38
iDgaqD7CWXU,q3,yes,a0,a3,,"Despite their opposing views, the man in the suit, with an air of earnestness, nods occasionally out of politeness as he listens, though his subtle smile suggests he isn't taking the other man entirely seriously.",1,,,1,1,,,39,59
iDgaqD7CWXU,q4,yes,a0,,,"The man stated he feels great about losing the challenge, and his tone suggested he doesn't actually care, showing he's more focused on expressing his thoughts.",1,,,,,1,,21,28
iDgaqD7CWXU,q5,yes,a1,,,"Though the man in the suit nodded occasionally out of politeness, his faint smile betrays a lack of seriousness.",,,,1,1,,,39,59
ijDEOFcJmEc,q1,yes,a2,a3,,"The man with the mustache, his expression uneasy and his tone marked by disappointment, stated he had set the job at a higher rate, signaling his concern to the other man.",1,,1,1,,1,,9,13
ijDEOFcJmEc,q2,yes,a0,a3,,"The disparity in their attire implies that the man with the mustache is reliant on the other, while the man in the blue shirt, with a condescending tone and commanding posture, seizes control.",,,1,,1,1,,0,59
ijDEOFcJmEc,q3,yes,a1,,,"The man with the mustache leaned in closer to the other person, coupling this gesture with a discussion of his health issues, likely to elicit sympathy and persuade, as decreasing physical distance can psychologically bridge connections.",1,,,,1,,,47,50
ijDEOFcJmEc,q4,yes,a2,a3,,"As previously noted, the video clearly shows that the man in the blue shirt holds a dominant position, as the other person depends on him for financial support. The stark contrast in their attire, tone, and body posture further highlights their power difference.",,1,1,,1,1,,0,59
ijDEOFcJmEc,q5,yes,a3,,,"The tone of the man with the beard in the video is subdued, as if he’s appealing for compassion and entreating the other person instead of asserting any force.",1,,,,,1,,41,55
ijDEOFcJmEc,q6,yes,a0,,,"The man likely stuttered upon receiving the money, caught off guard by being underpaid, and struggled to find words to voice his concern without offending the other man, given the power imbalance.",1,,1,,,1,,9,13
IsskB0D2GC0,q1,yes,a2,,,"The man in the vest agreed to a compromise, allowing the other man to bring his daughter back by 23:30, given that it was a Friday night.",1,,,,,,,47,58
IsskB0D2GC0,q2,yes,a2,,,"The man in the vest appeared to laugh, intending to gently decline the other man's proposal without direct refusal.",1,,1,,,1,,43,46
IsskB0D2GC0,q3,yes,a2,,,"Despite the underlying tension over the daughter's return time, everyone maintains a civil and polite demeanor, as indicated by their tone.",,,,,,1,,0,59
IsskB0D2GC0,q4,yes,a0,,,"The father appears to have stuttered, caught off guard by his daughter suddenly putting him on the spot.",1,,,,,1,,10,12
IsskB0D2GC0,q5,yes,a0,,,"Though subtle, the girl's face brightens, suggesting she is pleased with the compromise reached.",,,,1,,,,57,59
IsskB0D2GC0,q6,yes,a1,,,"Upon hearing the man's promise, the mother's expression grew critical, hinting at her skepticism and reluctance to respond directly.",,,,1,,,,49,52
J1oI2CHFgPU,q1,yes,a0,a1,a2,"The woman in the jacket and the man in the tie adopt a suspicious and confrontational tone toward the blonde woman, questioning her about the reportedly detained 11 passengers. The man’s tone also carries a hint of anger, as he perceives the blonde woman to be feigning ignorance.",1,,1,,,1,,0,59
J1oI2CHFgPU,q2,yes,a1,,,"The woman shakes her head and sighs before continuing with a sarcastic \""Forgive my abundance of ignorance,\"" attempting to downplay the situation as nonsensical, seemingly taken aback by the directness of the question she received.",1,,1,,1,1,,31,37
J1oI2CHFgPU,q3,no,,,,"The blonde woman's initial statement, \""We've slightly generated plenty of notoriety. I imagine we could all go on tour. Thanks for waiting,\"" is laden with irony, and while this might imply her annoyance toward the other two, none of the answers capture the mocking tone she uses to downplay the situation.",,,,,,,Better answer choices that reflect the actual scene.,,
J1oI2CHFgPU,Q4,yes,a3,,,"The woman with black hair maintains a stern expression, an intense stare, and a confrontational tone throughout the video, opting for directness in her approach.",1,,,1,,1,,0,59
J1oI2CHFgPU,q5,yes,a0,a2,,"The answer can be seen as a blend of choices a0 and a2, as she is likely feigning ignorance about the situation, dramatizing it by shaking her head and widening her eyes.",,,,1,1,,,31,35
J5TLIOf5uDo,q1,no,,,,"From the video, it can be inferred that the boy is frowning due to sunlight streaming into the car, rather than out of halfheartedness or being upset.",,,,,,,Better answer choices that reflect the actual scene.,,
J5TLIOf5uDo,q2,yes,a3,,,"Though off-camera, the boy repeatedly glanced to his right, possibly indicating he noticed something intriguing and was distracted by it while speaking to the woman.",,,,,1,,,0,25
J5TLIOf5uDo,q3,yes,a3,,,"The boy nods in agreement with the woman’s questions, a typical gesture of affirmation.",,,,,1,,,0,11
J5TLIOf5uDo,q4,yes,a2,,,"Infant-directed speech enhances the clarity of language for babies to process, and the woman adopts this tone when speaking to the boy.",,,,,,1,,0,25
J5TLIOf5uDo,q5,yes,a3,,,"The boy appears relaxed, eating and gazing out the window while conversing with the woman, indicating his comfort and affection toward her.",,1,,,1,,,0,25
J5TLIOf5uDo,q6,yes,a3,,,"The woman's tone holds a trace of excitement, and as she recalls the first day, there’s also an underlying sense of relief.",1,,,,,1,,25,59
jA0RnDQiFbQ,q1,yes,a0,,,"The man's tone and body language suggest impatience and annoyance with the woman, yet as a lecturer, he addresses the situation earnestly, attempting to impart a life lesson out of goodwill.",,,1,,1,1,,0,59
jA0RnDQiFbQ,q2,no,,,,"Socially underdeveloped but highly self-conscious individuals often speak quickly, believing it makes them appear intelligent. This seems to be her usual manner of speaking, which none of the answer choices accurately reflect.",,,,,,,Better answer choices that reflect the actual scene.,,
jA0RnDQiFbQ,q3,yes,a0,,,"The man's tone and facial expression reveal his frustration with her nonsense, and he clearly doesn't take her rambling seriously, likely because this isn't the first occurrence.",,,,1,,1,,0,59
jA0RnDQiFbQ,q4,yes,a1,,,"The woman’s condescending expression, combined with her attempts to blame others through fabricated theories, indicates she firmly believes she is entirely in the right.",1,,,,,1,,0,59
Ja2fgquYTCg,q1,yes,a0,,,"The woman later remarked, \""Both those belts look exactly the same to me,\"" indicating that her laughter stemmed from the absurdity of the other women treating the decision with such seriousness.",1,,,,,,,8,11
Ja2fgquYTCg,q2,yes,a3,,,"Everyone in the room turned to the woman in blue after she laughed while they were attending to a customer in what seemed to be an upscale store, viewing her behavior as both disrespectful and appalling.",,1,1,1,1,,,12,15
Ja2fgquYTCg,q3,yes,a2,,,"The woman seemed to stop smiling out of self-consciousness from the attention, rather than guilt, as she went on to make an inconsiderate comment afterward, indicating she likely wasn't feeling guilty in the first place.",1,,,1,,,,20,32
Ja2fgquYTCg,q4,yes,a0,,,"Given her tone and attire, the woman with gray hair appears to be deeply invested in fashion, making critical remarks about the other woman's style when she felt somewhat attacked.",1,,1,,,1,,37,59
Ja2fgquYTCg,q5,yes,a3,,,"The woman in blue cast her eyes downward at her sweater after the negative remark, scrutinizing it with an anxious, uneasy expression.",,,,1,1,,,49,51
JRYjFh_hHBs,q1,yes,a1,,,"From the conversation, it’s evident that the man with glasses opposes the electoral system, pointing out its flaws with facts and advocating for its abolition.",1,,1,,,,,0,59
JRYjFh_hHBs,q2,yes,a1,,,"The man with glasses is fervent about the topic, using hand gestures and emphatic expressions, supported by well-planned reasoning, to convey his opinion.",1,,1,1,1,1,,0,59
JRYjFh_hHBs,q3,yes,a0,,,"Although the question is somewhat vague, given that there are two men in suits, the conversation makes it clear that both oppose the electoral system.",1,,,,,,,0,59
JRYjFh_hHBs,q4,yes,a0,,,"The man in blue makes a typical oil-related joke about America, and the other man laughed because he found it amusing.",1,,1,,,1,,41,42
JRYjFh_hHBs,q5,no,,,,"Neither of the men in the video appears frustrated, and unfortunately, none of the answer choices reflect this accurately.",,,,,,,Better answer choices that reflect the actual scene.,,
JRYjFh_hHBs,q6,yes,a2,,,"The man in blue made air quotes with his hands while saying \""the freest country in the world,\"" using sarcasm to highlight how the very voting system is far from free.",1,,1,,1,,,22,23
JRYjFh_hHBs,q7,yes,a2,,,"The woman is involved in the discussion, and the man turned his head toward her to listen attentively.",,,1,,1,,,8,10
JRYjFh_hHBs,q8,no,,,,"The scene is evidently a debate show, and the woman in red’s personal sentiments of romance and related matters are extraneous, making the question appear somewhat misplaced.",,,,,,,A better question that reflects the actual scene.,,
JRYjFh_hHBs,q9,yes,a1,,,"As previously noted, the man is using air quotes with his hands, a typical gesture to convey sarcasm.",,,,,1,,,22,23
JRYjFh_hHBs,q10,yes,a0,a3,,"The verbal affirmations, such as \""right\"" and \""mhm,\"" coupled with their input, including specific figures, indicate that they seem to align with the man's opinion.",1,,,,,1,,0,59
JRYjFh_hHBs,q11,yes,a3,,,"The video illustrates the man gesturing before promptly interrupting to contribute to her opinion, the gesture serving as a signal of his intent to speak.",1,,,,1,,,11,13
JRYjFh_hHBs,q12,yes,a1,,,"As previously noted, the man is clearly opposing the electoral college, based on the substance of his conversation.",1,,,,,,,0,59
JRYjFh_hHBs,q13,no,,,,"The question of reaching a consensus is somewhat peculiar, as all three individuals appear to be in agreement about opposing the electoral college. Additionally, since the video cuts off prematurely, the final consensus cannot be fully captured, though it is unlikely to change.",,,,,,,Better answer choices that reflect the actual scene.,,
JRYjFh_hHBs,q14,yes,a3,,,"The man in the suit clearly states, \""So if they would just get rid of that and have the popular vote,\"" indicating his preference for it over the current system.",1,,1,,,,,15,17
JRYjFh_hHBs,q15,yes,a3,,,"Success is challenging to pinpoint, but the man’s speech radiates confidence and carries significant persuasive force. Since the others agree, it can be deemed as such.",1,,,,,1,,0,59
JRYjFh_hHBs,q16,yes,a0,,,It is unmistakable from the substance of the man in the middle’s speech that he opposes the current electoral system and believes it should be abolished.,1,,1,,,,,0,59
JRYjFh_hHBs,q17,yes,a1,,,"The man on the left is clearly nodding in agreement with the man in blue, a gesture he continues to display throughout the video.",,,1,,1,,,4,6
jtl5XK7QP38,q1,no,,,,"While we can assume he interrupts the reporter to avoid having to answer more questions, we cannot know his intention for sure by just watching the short snippet.",,,,,,,Anything that would help understand his true intention.,,
jtl5XK7QP38,q2,yes,a2,,,He raises his tone each time a reporter asks a question & tries to deflect the questions to avoid giving clear answers.,1,1,,,,1,,0,59
jtl5XK7QP38,q3,yes,a1,,,"He is asking \""do you agree with that?\"" to the reporter that asked the question he is answering.",1,,,,1,,,15,20
jtl5XK7QP38,q4,yes,a0,,,In the beginning of the video he is not able to answer the questions from the reporters & his facial expression and voice suggest he is displeased by that.,1,,,1,,1,,0,27
jtl5XK7QP38,q5,yes,a2,,,"The man on the stage clearly said /""sit down/"" to the reporter.",1,,,,,,,37,41
JUGSh3BMuaQ,q1,yes,a1,,,"The woman stated, /""You can run it by me, I'm quite food with forensics/"", implying that she thinks she can help him with his work.",1,,,,,,,42,59
JUGSh3BMuaQ,q2,yes,a2,,,"Her facial expression suggests that she is skeptical about his answer. Moreover, she offers to come with him to work, possibly to confirm his statement.",1,1,,1,,,,26,36
JUGSh3BMuaQ,q3,yes,a2,,,"We can assume they are in a committed long-term relationship, possibly husband and wife because she is serving him refreshments while he's working, suggesting a traditional wife-husband dynamic. Moreover when she offered to come to work with him she said /""don't know when we last went out/"", implying they have been together for a while.",1,1,1,,,,,7,38
JUGSh3BMuaQ,q4,yes,a3,,,He was in shock when the woman suggested to come to work with him. The man tries to give her reasons why she should not come with him.,1,,,1,,,,32,59
JUGSh3BMuaQ,q5,yes,a3,,,"Because he did it right after the woman stated she wanted to come with him to work, which he did not wish to happen.",1,1,,1,,1,,32,46
JW2HHfQiGVs,q1,yes,a3,,,"They said that they do Christmas, volunteers and other events, presumably together.",1,,,,,,,0,59
JW2HHfQiGVs,q2,yes,a0,,,He constantly nods when she speaks.,,,,,1,,,30,59
JW2HHfQiGVs,q3,yes,a2,,,He was struggling to finish his sentence and after he points to the woman she took over & helps him finish the statement.,1,,,,1,,,20,25
JW2HHfQiGVs,q4,yes,a0,,,The nodding suggests that he is agreeing to the woman's statements.,,,,1,1,,,30,59
JW2HHfQiGVs,q5,yes,a0,,,"The nodding suggests that he is agreeing to the woman's statements. Moreover he confirms by repeating the word ""volunteer,"" afterwards.",,,,1,1,,,30,59
JW2HHfQiGVs,q6,no,,,,There is not enough context.,,,,,,,Anything to inform us what the context of the conversation is.,,
JW2HHfQiGVs,q7,yes,a2,,,They finish each other's sentence.,1,,,,,,,0,59
JW2HHfQiGVs,q8,yes,a1,,,"She uses hand gestures the whole time to emphasize her points, for example when she points to the man when talking about him.",1,,,,1,,,30,59
Jx5O2VW0pIw,q1,yes,a2,,,She constantly makes weird facial expressions that suggest her annoyance towards the man. She also mocks the man's actions multiple times.,1,1,,1,,1,,0,59
Jx5O2VW0pIw,q2,yes,a1,,,"She states /""he is a crazy person/"" and her facial expression suggests that she is annoyed by his action.",1,1,,1,1,,,18,23
Jx5O2VW0pIw,q3,no,,,,a1 seems to be the closest answer but it is unclear what he really thinks about the situation.,,,,,,,Anything to helps us understand his true feelings.,,
Jx5O2VW0pIw,q4,yes,a2,,,She told the people behind that she does not know him because she is embarrassed by him.,1,1,,1,,,,18,23
Jx5O2VW0pIw,q5,yes,a3,,,"She said /""I thought this was a terrible accident,/"" suggesting her disapproval of his fashion choice & disbelief of his statement.",1,,,,,,,48,54
Jx5O2VW0pIw,q6,yes,a1,,,The woman is annoyed the whole time while the man always ignores her sarcasm & rude commentaries about him.,1,1,,,,1,,0,59
jYSuKn09_e4,q1,yes,a2,,,Their facial expression remain flat and show no emotion.,,,,1,,,,20,25
jYSuKn09_e4,q2,yes,a3,,,The setting is a news program.,,1,,,,1,,0,59
jYSuKn09_e4,q3,yes,a2,,,He is clearly stated he is concerned in the beginning of the video.,1,,,,,,,0,5
jYSuKn09_e4,q4,yes,a2,,,"Because he explicitly states /""to do otherwise is not conservative/"".",1,,,,,,,18,26
jYSuKn09_e4,q5,yes,a1,,,"While he stated that some Republicans did their job to protect their values, the video is cut while he is explaining further where the Republicans fall short, so we cannot know his overall thought.",1,1,,,,,,30,59
jzhXtCHYrAM,q1,yes,a2,,,The woman was smiling when the blonde woman made the slurping sound.,,,,1,,,,0,7
jzhXtCHYrAM,q2,yes,a2,,,She is laughing and smiling when she tells the story despite how unfortunate it sounds.,1,,,1,1,,,0,16
jzhXtCHYrAM,q3,yes,a2,,,"The woman caresses the blonde woman in the face, suggesting an affectionate feeling. ",,,,,1,,,40,50
jzhXtCHYrAM,q4,yes,a3,,,"Although they are smiling & making jokes throughout the conversation, their conversation is about the blonde woman's struggle with cancer which is grim & sad.",1,,,1,,1,,0,59
jzhXtCHYrAM,q5,yes,a2,,,"The two woman are making jokes & laughing throughout the conversation, but the topic discussed is the blonde's woman struggle with a serious illness, cancer. Hence a2 describes the overall mood the best.",,,,1,,,,0,59
jzhXtCHYrAM,q6,yes,a2,,,"She explicitly stated, \""there is only so much they can do, my body is just giving up,\"" meaning she has accepted her grim fate.",1,,,,,,,30,39
k5bk1efKBSI,q1,yes,a2,,,"The video started with the narrator stating, \""just make sure you pronounce his name right,\"" since his name is difficult to pronounce. This means he was trying to explain to the other man how to pronounce it correctly.",,1,,,,,,0,13
k5bk1efKBSI,q2,yes,a1,,,"The man in plaid shirt is the father and he explicitly says, \""we'll always be there for you, this will always be your home\"".",1,,,1,,1,,40,50
k5bk1efKBSI,q3,no,,,,"a3 seems to be the closest answer since the audiences are laughing at their banters, but there is not enough context to draw conclusion whether they are funny or not.",Proper conversation or statements from both men.,,,,,,,,
k5bk1efKBSI,q4,yes,a3,,,The man in suit keeps on mispronouncing the word and the audiences find that amusing.,,1,,,,,,0,13
k5bk1efKBSI,q5,yes,a1,,,The narrator's tone overall is very upbeat.,,,,,,1,,0,59
KBMAUGQpHBU,q1,yes,a2,,,"While the woman is speaking he constantly nods and making remarks, \""yeah\"", to let her know he is paying attention.",,,,1,,1,,30,59
KBMAUGQpHBU,q2,yes,a2,,,"They keep throwing banter at each other. In the first part of the video, the man responded sarcastically to the woman. Afterward, the woman jokingly tells the man that his statement sounds boring. This dynamic suggest that they are feeling competitive with each other.",1,1,,,,1,,0,59
KBMAUGQpHBU,q3,no,,,,"None of the answers truly reflect the overall tone of the conversation, which is competitive yet lighthearted.",,,,,,,Better answer choices that reflect the overall mood of the scene.,,
KBMAUGQpHBU,q4,yes,a3,,,She jokingly says that his story was so boring she almost fell asleep.,1,1,,,,1,,30,45
KBMAUGQpHBU,q5,yes,a3,,,"Yes, although his tone is sarcastic, he admits explicitly that the game is interesting.",1,1,,,,1,,0,10
ktdgC1dJkOA,q1,yes,a2,,,He adds his own opinions to the conversation.,1,,,,,,,25,59
ktdgC1dJkOA,q2,yes,a1,,,"He responded with \""yeah,\"" to the woman's statement and adds his own remarks.",1,,,,,,,13,23
ktdgC1dJkOA,q3,yes,a3,,,"The overall tone of the video is very calm and civil, suggesting that they have no problem engaging in the conversation with each other.",,,,1,,1,,0,59
ktdgC1dJkOA,q4,yes,a1,,,"The overall tone of the video is very calm and civil, suggesting that they are not nervous.",,,,1,,1,,0,59
ktdgC1dJkOA,q5,yes,a0,,,Her serious facial expression suggest that the nodding means she is agreeing with him.,,,,1,1,,,24,26
KvbeKlGeNRU,q1,yes,a1,,,a1 seems to be the closest answer. The people are there cheering for the guy because they are part of the surprise planned by the man. This means they know about the proposal & they are cheering because the couple is in love with each other.,1,1,,,,,,5,35
KvbeKlGeNRU,q2,yes,a2,a3,,"Both a2 and a3 sound correct. The woman expressed her disbelief by shouting \""no way!\"" but her facial expression suggests that he is ecstatic about the whole crowd's presence.",,1,,1,,1,,34,37
KvbeKlGeNRU,q3,yes,a0,,,"The woman accepted the man's proposal, which is what they were hoping for.",,1,,,,,,5,59
KvbeKlGeNRU,q4,yes,a1,,,"They kiss after the woman accepts the man's proposal, meaning they are excited to get married and be together.",1,1,,,,,,20,25
KvbeKlGeNRU,q5,yes,a0,,,The woman is smiling the whole time and she accepts the proposal.,,,,1,,,,0,17
KvbeKlGeNRU,q6,yes,a1,,,"a0 can also be correct, but a1 describes her feelings the best. The woman expressed her disbelief by shouting \""no way!\"" but her facial expression suggests that he is ecstatic about the whole crowd's presence.",,1,,1,,1,,34,37
KvbeKlGeNRU,q7,yes,a1,a0,,"They hug and kiss after the woman accepts the man's proposal. Both a0 and a1 are correct, although in the video context a1 is the closest correct answer.",1,1,,,,,,20,25
KvbeKlGeNRU,q8,yes,a1,,,The heart beat background sound is added before the woman's answer to add suspense because the viewer does not how the woman would respond.,,1,,,,,,7,14
KvbeKlGeNRU,q9,no,,,,"When the woman hesitated the man's facial expression is not visible to the viewers, so we cannot know how he is feeling.",,,,,,,Anything that can help us understand his feelings.,,
KvbeKlGeNRU,q10,yes,a2,,,They just witness a proposal that she accepts. This means the hug was the celebrate the successful proposal. ,,1,,,1,,,0,59
KvbeKlGeNRU,q11,yes,a1,,,Their facial expression suggests that they are happy the woman accepted his proposal.,,,,1,,,,17,19
KvbeKlGeNRU,q12,no,,,,None of the answers truly reflect their overall mood. They are nervous in the beginning and then ecstatic after the woman accepts the man's proposal.,,,,,,,Better answer choices that reflect the crowd's mood.,,
KvbeKlGeNRU,q13,yes,a2,,,They look tense because they do not know how the woman would respond to the man's proposing to her.,,1,,,,,,5,17
KvbeKlGeNRU,q14,yes,a2,,,"Since the woman accepts the man's proposal to marry, we can assume that they are in love with each other.",1,,,,,,,0,59
KvbeKlGeNRU,q15,no,,,,None of the answers is correct. The woman's jaw drops reacting to the ring the man is presenting to her. Option a0 seems to be cut and is not a complete sentence.,,,,,,,Better answer choices that reflect the woman's feelings.,,
KvbeKlGeNRU,q16,yes,a3,,,Her expression suggests that she is reacting pleasantly to the ring presented by the man.,,,,1,,,,3,5
KvbeKlGeNRU,q17,yes,a1,,,His facial expression suggests that he is nervous. ,,,,1,,,,0,7
KvbeKlGeNRU,q18,yes,a0,,,The woman pauses before giving an answer to the man. Moreover her facial expression shows signs of hesitation.,1,,,1,,,,7,14
KvbeKlGeNRU,q19,yes,a2,,,They hug and kiss after the woman accepts the man's proposal.,1,1,,,,,,20,25
KvbeKlGeNRU,q20,yes,a2,a1,,"Both a1 and a2 describe her feelings, but a2 provides us the reason. She is happy and excited to see the other people coming down the stairs.",,1,,1,1,,,34,37
KvbeKlGeNRU,q21,no,,,,"Although a0 might seem like the answer, we can not say for sure. We know that the woman is surprised by the ring, but we do not know precisely why.",,,,,,,Anything that can help us understand her feelings.,,
KvbeKlGeNRU,q22,yes,a3,,,We can assume that he is nervous since he invited the other people as part of the surprise to watch how the proposal goes down.,,1,,,,,,0,19
KvbeKlGeNRU,q23,yes,a0,,,The woman pauses before giving an answer to the man. Moreover her facial expression shows signs of hesitation.,1,,,1,,,,7,14
KvbeKlGeNRU,q24,yes,a0,,,They are nervously waiting for her answer. We can also assume they stay quiet so they can hear the answer properly.,1,1,,,,,,7,14
KvbeKlGeNRU,q25,yes,a0,,,He clearly states in the video that he feels nervous at 00:27.,1,,,1,,1,,0,59
KvbeKlGeNRU,q26,yes,a3,,,He looks nervous but he is smiling because he is proposing to the woman that he wants to marry.,1,1,,,,,,0,14
KvbeKlGeNRU,q27,yes,a2,a0,,"Her face suggests that she feels happy, but she drops her jaw when the man shows her the ring, suggesting that she is also surprised. Hence both a0 and a2 describe her initial feelings.",,,,1,1,,,2,4
KvbeKlGeNRU,q28,yes,a2,,,"The woman never shows any sign of anger. She is not angry, in the video it is shown that she is nervous, excited and happy.",1,,,1,,1,,0,59
KvbeKlGeNRU,q29,no,,,,"None of the choices reflect why the man is feeling nervous, which is because he is proposing to the woman he wants to marry.",,,,,,,Better answer choices that describes the man's reasoning.,,
lawcIailzXE,q1,yes,a1,,,He moves his hand every time he lists an activity to emphasize each one.,1,,,,1,1,,27,40
lawcIailzXE,q2,yes,a0,,,"He is in disbelief that the man in red wants to be a janitor because he thinks his resume suggests that he is highly educated & overqualified for the job. Furthermore, his facial expression tells us that he is confused by the situation.",1,1,,1,,,,0,17
lawcIailzXE,q3,yes,a3,,,"He explicitly states that he wants to work for the man on the magazine cover. He says, \""Anything I can do to get closer to that guy, sign me up\"".",1,,,,,,,46,58
lawcIailzXE,q4,yes,a1,,,Throughout the video he tries multiple time to confirm whether the man really wants to become a janitor.,1,,,1,,,,0,59
lawcIailzXE,q5,yes,a1,,,"He maintains a calm composure when talking to the other man, suggesting that he feels confident in his wish.",1,1,,1,,1,,14,59
lawcIailzXE,q6,yes,a0,,,"He explicitly says, \""what I really want is to clean the urine of that man's toilet seat\"".",1,,,,,,,40,58
LdrTTX-GBCA,q1,yes,a2,,,He asks the other man what he is writing because he is curious.,1,,,,,,,0,12
LdrTTX-GBCA,q2,yes,a3,,,He tells the man in blue that what is written about him does not sound remarkable.,1,,,,,,,17,33
LdrTTX-GBCA,q3,yes,a3,,,Both men seem like they do not trust each other and the overall mood of the video is tense.,1,1,,,,,,0,59
LdrTTX-GBCA,q4,yes,a2,,,Lifting fingers is a sign that is commonly used to show one's indifference towards the other person's statement. The man in blue is does not care about the other man's response.,,1,,,1,,,29,32
LdrTTX-GBCA,q5,yes,a3,,,"The man in blue took over the conversation at the end of the video, sharing his statistic knowledge.",1,,,,,,,0,59
LIWco3YKGTQ,q1,yes,a3,,,They constantly playfully tease each other when the woman leaves the car.,1,,,,1,,,10,36
LlenjGY2GqE,q1,yes,a2,,,"She drops her jaw and responds with \""oh!\"", suggesting that she is surprised.",1,,,1,,1,,0,6
LlenjGY2GqE,q2,yes,a2,,,He is happy to see the woman reacts positively to his gift.,,1,,1,,,,10,15
